iter	RMSE
351	0.02260721617
352	0.02258815805
353	0.02241468239
354	0.02241179812
355	0.02233689979
356	0.02218142209
357	0.0221813993
358	0.02218014736
359	0.0221698444
360	0.02215221726
361	0.02213479835
362	0.02212011095
363	0.02208165656
364	0.02208038326
365	0.02206620942
366	0.02191349507
367	0.02189150846
368	0.02181228684
369	0.02181218186
370	0.02169524969
371	0.02157602417
372	0.02154849143
373	0.02154277014
374	0.02147847927
375	0.02147695283
376	0.02145967106
377	0.02138699018
378	0.02138653296
379	0.02137602557
380	0.02128974972
381	0.02113531904
382	0.02097271916
383	0.02096886387
384	0.02096723173
385	0.02096677995
386	0.02092177405
387	0.02091172343
388	0.02087023752
389	0.02086544833
390	0.02083973679
391	0.02083966927
392	0.02083960581
393	0.02083792793
394	0.02065940956
395	0.02064775514
396	0.02063670841
397	0.02052221453
398	0.02051189167
399	0.02045328533
400	0.02031585162
401	0.02029642525
402	0.02027436754
403	0.02025005287
404	0.0202478876
405	0.02011579001
406	0.02006393721
407	0.01996345059
408	0.01996248233
409	0.01989480583
410	0.01987194704
411	0.01981568705
412	0.01979576939
413	0.01974047179
414	0.01965890059
415	0.01965762766
416	0.01958058785
417	0.01956605794
418	0.01954157467
419	0.01945170123
420	0.01944163787
421	0.01941156888
422	0.01934214279
423	0.01928881972
424	0.01926077157
425	0.01923704489
426	0.01915162124
427	0.01914975964
428	0.01912514709
429	0.01903888999
430	0.01903688587
431	0.01900098506
432	0.01898301175
433	0.01897308104
434	0.01890443159
435	0.01888915047
436	0.01886491565
437	0.01876250967
438	0.01874598414
439	0.01866743051
440	0.01859949153
441	0.01857383938
442	0.01856425867
443	0.01855349798
444	0.01854858729
445	0.01852680599
446	0.01850158633
447	0.01849707605
448	0.01849046246
449	0.01848239579
450	0.01845689049
451	0.01833426091
452	0.01833295777
453	0.0183179146
454	0.01823892986
455	0.01822848516
456	0.01820398302
457	0.01811528915
458	0.01811275962
459	0.01804654148
460	0.01803540791
461	0.01796887901
462	0.01786414097
463	0.01785757166
464	0.01784578259
465	0.01783041085
466	0.01775224184
467	0.01773490679
468	0.01764674428
469	0.01763389924
470	0.01754821846
471	0.01752124848
472	0.01747212547
473	0.01747050556
474	0.0174181773
475	0.01735755747
476	0.0172809382
477	0.01726240891
478	0.01725719778
479	0.01721140472
480	0.01718779617
481	0.0171756154
482	0.01715813448
483	0.01705845576
484	0.01705784481
485	0.01702690388
486	0.01699251434
487	0.01697271039
488	0.01684124666
489	0.01678689019
490	0.01677040343
491	0.01673633474
492	0.01665793427
493	0.01663400383
494	0.01662115539
495	0.01660716431
496	0.01658493551
497	0.01654117458
498	0.01644984271
499	0.01644501117
500	0.0164400845
501	0.01642206466
502	0.01636237704
503	0.01625645338
504	0.01620572686
505	0.01618649682
506	0.01610199512
507	0.0160959804
508	0.01602588221
509	0.01592617277
510	0.01583299156
511	0.01577392625
512	0.01571944585
513	0.01568255569
514	0.0156280137
515	0.01551919764
516	0.01545630165
517	0.0153954225
518	0.01538334391
519	0.01533339103
520	0.01529822748
521	0.01525384655
522	0.0152109133
523	0.01514277506
524	0.015124741
525	0.01507052663
526	0.01501669117
527	0.01498166072
528	0.01496483679
529	0.01495114709
530	0.01492378169
531	0.01491346429
532	0.01486749433
533	0.01484049249
534	0.01483611092
535	0.01479013665
536	0.01472055406
537	0.01470830711
538	0.01464565826
539	0.01459234177
540	0.01453340762
541	0.01451719423
542	0.01446002702
543	0.01441714799
544	0.014367153
545	0.01432904998
546	0.01431077596
547	0.01430084494
548	0.01426877007
549	0.01420046623
550	0.01418593172
551	0.01415735377
552	0.01413283353
553	0.01413185095
554	0.01408672724
555	0.01404807389
556	0.01404490052
557	0.01404382077
558	0.01402698467
559	0.01398448766
560	0.01391832028
561	0.01390140725
562	0.01388093853
563	0.01386694422
564	0.01382666832
565	0.01381436315
566	0.01376715906
567	0.01374021217
568	0.01372722128
569	0.01366471984
570	0.01362557663
571	0.013611003
572	0.01358729133
573	0.01357249557
574	0.01355281809
575	0.01353716872
576	0.01348768397
577	0.01348287604
578	0.01345360679
579	0.01341103397
580	0.01340070957
581	0.0133624677
582	0.01332025911
583	0.01331824484
584	0.01329231011
585	0.01325898767
586	0.01321646687
587	0.01317098237
588	0.01312602543
589	0.01310042324
590	0.01306421676
591	0.01301879622
592	0.01299739032
593	0.01294875682
594	0.01291682795
595	0.01291540817
596	0.01289789782
597	0.01283582991
598	0.01279528425
599	0.01279092532
600	0.01274808824
601	0.0127417806
602	0.01272935744
603	0.01272714884
604	0.01269023988
605	0.01268079935
606	0.01267686622
607	0.01262990567
608	0.01261258309
609	0.0125848176
610	0.01256323672
611	0.01255831394
612	0.01255355247
613	0.01252970752
614	0.01248382844
615	0.01245223421
616	0.01244241386
617	0.01242579654
618	0.0124202697
619	0.01240671861
620	0.01236363538
621	0.01232823904
622	0.01231614589
623	0.01227708655
624	0.0122585762
625	0.01223039918
626	0.01222932998
627	0.01221779099
628	0.01221107439
629	0.01218355224
630	0.01216808603
631	0.0121657886
632	0.01215138609
633	0.01211672313
634	0.01208828389
635	0.01208633319
636	0.01208493172
637	0.01207269335
638	0.01204316872
639	0.0120244568
