iter	RMSE
0	1.985112629
1	1.893248077
2	1.810901254
3	1.73060769
4	1.655398531
5	1.58121307
6	1.510665615
7	1.443901345
8	1.391143426
9	1.334307286
10	1.279307699
11	1.224959548
12	1.171747767
13	1.125480538
14	1.077749868
15	1.031665647
16	0.986208634
17	0.9424770839
18	0.9002512095
19	0.8633523334
20	0.8293389958
21	0.7943191091
22	0.7637634933
23	0.7321501038
24	0.7023708364
25	0.6718257088
26	0.6439434212
27	0.6197329212
28	0.5922571054
29	0.5674188935
30	0.5469469068
31	0.5226073646
32	0.5029928322
33	0.4821516241
34	0.4622807805
35	0.4442744611
36	0.4275947571
37	0.4088618071
38	0.3925061325
39	0.3763443424
40	0.3598134218
41	0.3447683351
42	0.3313893365
43	0.3185438828
44	0.3052221029
45	0.292584127
46	0.2801773295
47	0.2690129607
48	0.2575366624
49	0.2465467872
50	0.2370733385
51	0.2276279174
52	0.2182555189
53	0.2093268111
54	0.2013936882
55	0.1937695238
56	0.1877014944
57	0.1820302341
58	0.1751982987
59	0.1687590941
60	0.1625818989
61	0.1561661612
62	0.1500707394
63	0.1452266332
64	0.1402711925
65	0.1350965309
66	0.1309035464
67	0.1264676686
68	0.1219277102
69	0.1183048688
70	0.1141084253
71	0.1107873258
72	0.1080407283
73	0.1048022695
74	0.1012930104
75	0.09829459077
76	0.09548643704
77	0.0926400779
78	0.08990363638
79	0.08776751057
80	0.08587762495
81	0.08411988863
82	0.08224320142
83	0.08063445179
84	0.07895026289
85	0.07723006203
86	0.07551313343
87	0.07357877022
88	0.07210858584
89	0.07036230685
90	0.06912888489
91	0.06793681176
92	0.06704882706
93	0.0658026754
94	0.06471730048
95	0.06345048586
96	0.06241015503
97	0.0614683194
98	0.06037591264
99	0.06036862381
100	0.06026447031
101	0.06009793224
102	0.05903071953
103	0.05806639802
104	0.05725843421
105	0.05635198794
106	0.0558348619
107	0.0557811717
108	0.05487298475
109	0.05400703338
110	0.05400485735
111	0.05400256372
112	0.05323480136
113	0.05252794266
114	0.05195946971
115	0.05126479147
116	0.05126276662
117	0.05069462519
118	0.05028451002
119	0.04980948509
120	0.04926685537
121	0.04887056102
122	0.04873390824
123	0.04809196552
124	0.04755015977
125	0.04703200146
126	0.04657627329
127	0.04655313135
128	0.04646161034
129	0.04600152952
130	0.04599491162
131	0.04599343322
132	0.0456071333
133	0.04540044901
134	0.04487946124
135	0.04447590124
136	0.04410300475
137	0.04364184214
138	0.04344625957
139	0.04344513919
140	0.04307650617
141	0.0430055757
142	0.04265931626
143	0.04208517488
144	0.04199300146
145	0.0419496334
146	0.04156341237
147	0.04151108393
148	0.041327556
149	0.04129220574
150	0.04098812513
151	0.0404599954
152	0.04039032953
153	0.04038960574
154	0.0403217183
155	0.04027449469
156	0.03991710223
157	0.0397935404
158	0.03947949786
159	0.03915911449
160	0.03913340343
161	0.03906738951
162	0.03874616073
163	0.03847804973
164	0.03816148666
165	0.0379516706
166	0.03792031808
167	0.03778663199
168	0.03775706175
169	0.03769850637
170	0.03765934466
171	0.03735167253
172	0.03713526742
173	0.03710701153
174	0.03690067568
175	0.03685787438
176	0.03670853355
177	0.03669037711
178	0.03659696818
179	0.03650888554
180	0.03645776112
181	0.03643958736
182	0.03615667818
183	0.03613015095
184	0.03611224881
185	0.03602483159
186	0.03599646977
187	0.0358919164
188	0.03545939322
189	0.03532821851
190	0.03524624461
191	0.03521088302
192	0.03515592408
193	0.03513698096
194	0.03502082108
195	0.03491115524
196	0.03466073341
197	0.03465590659
198	0.03462561793
199	0.03456659085
200	0.03445450442
201	0.03443331798
202	0.03441132741
203	0.03438458377
204	0.03437011891
205	0.03410576538
206	0.0340413175
207	0.03380810034
208	0.03380227044
209	0.03378706964
210	0.03376060104
211	0.03374877462
212	0.03373677832
213	0.03350774042
214	0.0334655128
215	0.0334333775
216	0.03338666568
217	0.0333753077
218	0.03315127838
219	0.03313886706
220	0.03312149734
221	0.03311726557
222	0.03309507208
223	0.0328757452
224	0.03285781651
225	0.03282768162
226	0.03280511212
227	0.03278168821
228	0.03276452599
229	0.03274763718
230	0.032366092
231	0.03212989421
232	0.03183379875
233	0.03180910844
234	0.03179130062
235	0.03176939353
236	0.03159378459
237	0.03156967953
238	0.03130516823
239	0.03110971698
240	0.03091827985
241	0.03077663395
242	0.03059037607
243	0.03040610021
244	0.03011180813
245	0.02991153894
246	0.02988579528
247	0.0298832699
248	0.02973162051
249	0.02952266007
250	0.02925958855
251	0.02924991502
252	0.02921921383
253	0.02918055599
254	0.02911151646
255	0.02910101399
256	0.02908521937
257	0.02892122713
258	0.0287381205
259	0.02858391445
260	0.02832272851
261	0.02831519296
262	0.02817906901
263	0.02817062754
264	0.02801861541
265	0.02800121677
266	0.02782199511
267	0.02767901067
268	0.02753135045
269	0.02733826815
270	0.02732731964
271	0.02731299704
272	0.02729597406
273	0.02720596457
274	0.02708320612
275	0.0270799895
276	0.02707431935
277	0.0268875969
278	0.026694539
279	0.0266618112
280	0.02642386508
281	0.02619537116
282	0.02608071409
283	0.02590140502
284	0.02589600706
285	0.02585685846
286	0.02572434082
287	0.02560322623
288	0.02559439332
289	0.02554349317
290	0.02551410349
291	0.02550903511
292	0.02535369759
293	0.02532262377
294	0.02526718908
295	0.02525881569
296	0.02522999746
297	0.02522058347
298	0.02515230387
299	0.0249989111
300	0.02482474371
301	0.02482038413
302	0.02481601567
303	0.0247837395
304	0.0247168329
305	0.02471280861
306	0.02466322446
307	0.02454418414
308	0.02453852328
309	0.02453235981
310	0.024529403
311	0.02452535209
312	0.02433023183
313	0.02432667273
314	0.0242808791
315	0.0241595337
316	0.0241568654
317	0.02397214654
318	0.02387851363
319	0.02376296729
320	0.02375490043
321	0.02373582579
322	0.02355456117
323	0.02353121799
324	0.02351337764
325	0.02332582314
326	0.02330886157
327	0.0232896761
328	0.02325123763
329	0.02322947377
330	0.02322671499
331	0.02315195375
332	0.02312419938
333	0.02299534676
334	0.02298018137
335	0.02296728295
336	0.02296433293
337	0.02291024968
338	0.02280572393
339	0.0228021812
340	0.02279761237
341	0.02278757105
342	0.02277665988
343	0.02277457396
344	0.02266708147
345	0.02266426804
346	0.02264914834
347	0.02264166952
348	0.02263414387
349	0.02262805193
350	0.02262671514
